StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q10,Q11,Q12,Q6,Q14,Q18,Q16,Q19,Q7_1,Q7_2,Q7_3,Q15,Q16,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_15,Q14_16,Q14_17,Q14_18,Q14_19,Q14_20,Q14_21,Q14_22,Q14_23,Q14_24,Q14_25,Q14_26,Q14_27,Q7_1 - Parent Topics,Q7_1 - Topics,Q7_2 - Parent Topics,Q7_2 - Topics,Q7_3 - Parent Topics,Q7_3 - Topics
8/18/2022 19:17,8/18/2022 19:21,IP Address,45.21.188.51,100,258,TRUE,8/18/2022 19:21,R_1PXLbnuQhBnRAmN,,,,,30.4431,-91.1287,anonymous,EN,1,Yes,24,Female,No,None,Hard by sophie,3+ a week,Bad ideas by tessa violet,3+ a week,Bipp by Sophie,3+ a week,Bad habit by steve lacey,Same love by macklemore,3 by britney spears,Somewhat disagree,Somewhat agree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,Unknown,,Unknown,,Unknown
8/18/2022 19:13,8/18/2022 19:48,IP Address,24.29.210.20,100,2126,TRUE,8/18/2022 19:48,R_VUpiYHozQHYBoid,,,,,41.2463,-81.831,anonymous,EN,0.899999976,Yes,18,Female,,None,Rendezvous by FELT,Multiple Times a day,Maladaptive daydreaming by sonhos tomam conta,Multiple Times a day,Defiler(s) by  凋叶棕,Every Day,How to eat life by Eve,Je ne perle pas Française by Namika ,Onomatopoeia megane,Somewhat disagree,Somewhat agree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,Unknown,,Unknown,,Unknown
8/18/2022 20:01,8/18/2022 20:08,IP Address,76.24.101.159,100,468,TRUE,8/18/2022 20:08,R_20VvVMfmPoQVmbH,,,,,41.977,-70.971,anonymous,EN,0.899999976,Yes,19,Male,"No, I do not.",None,"""That's Life"" by Frank Sinatra",Multiple Times a day,"""Baby Blue"" by Badfinger",Multiple Times a day,"""Across the Universe"" by The Beatles",Multiple Times a day,"""If I Can Dream"" by Elvis Presley","""Have You Ever Seen the Rain"" by Creedence Clearwater Revival","""Let It Be"" by The Beatles",Somewhat disagree,Strongly agree,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,Unknown,,Unknown,,Unknown
8/18/2022 20:16,8/18/2022 20:24,IP Address,99.231.141.211,100,478,TRUE,8/18/2022 20:24,R_eKyePXMwj3a5GoN,,,,,43.8864,-78.9741,anonymous,EN,0.899999976,Yes,21,Non-binary / third gender,,None,July 16th Giveon,Multiple Times a day,Stop Justice,Every Day,N.Y. State of mind,Every Day,Glass flows smino ,On and on They.,City of gods fivio foreign,Somewhat disagree,Strongly agree,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Unknown,,Unknown,,Unknown
8/18/2022 20:47,8/18/2022 20:53,IP Address,89.45.90.126,100,394,TRUE,8/18/2022 20:53,R_1fl9a9HoHpeoFJr,,,,,34.0485,-118.2529,anonymous,EN,0.699999988,Yes,47,Male,Drums,Less than 5 years,Our Song by Joe Henry,3+ a week,Waltz for Debby by Cannoball Adderley with Bill Evans,3+ a week,"Verdandi by Pepper Adams with Zoot Sims, Tommy Flanagan, Ron Carter, and Elvin Jones",once a week,Anything by the Beatles,Anything by Beyonce,Anything by Taylor Swift,Somewhat agree,Strongly disagree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Unknown,,Unknown,,Unknown
8/18/2022 21:02,8/18/2022 21:07,IP Address,74.71.248.92,100,330,TRUE,8/18/2022 21:07,R_2AYwCdcooTgDbWQ,,,,,40.8,-73.9763,anonymous,EN,1,Yes,17,Female,Viola,Less than 5 years,The Kids From Yesterday - My Chemical Romance,Every Day,Half - PVRIS,Multiple Times a day,Heat Waves - Glass Animals,3+ a week,Jersey - Mayday Parade,What's Wrong - PVRIS,Young and Beautiful - Lana del Rey,Somewhat agree,Somewhat disagree,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,Unknown,,Unknown,,Unknown
8/18/2022 22:03,8/18/2022 22:07,IP Address,104.172.96.89,100,221,TRUE,8/18/2022 22:07,R_2uHG2xXgqzu2qY9,,,,,34.2773,-118.5001,anonymous,EN,1,Yes,15,Female,No,Less than a year,Like my Father by Jax,Every Day,Nancy Mulligan my Ed Sheeran,Every Day,Break my heart again by Finneas,Every Day,Don't go yet by Camilla cabello,Espana Cani,Vincent Don Mclean,Neither agree nor disagree,Neither agree nor disagree,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,Unknown,,Unknown,,Unknown
8/18/2022 22:45,8/18/2022 22:53,IP Address,70.53.113.106,100,482,TRUE,8/18/2022 22:53,R_3ly46pzrtyWhJKT,,,,,43.6066,-79.5928,anonymous,EN,1,Yes,32,Male,,None,"Qing Feng Wu, Aurora - Storm",3+ a week,"Kagrra, - Kasunda Fuyu No Mukou Ni...",3+ a week,Celine Dion - My Heart Will Go On,3+ a week,Pearl Jam - Alive,The White Stripes - Dead Leaves and the Dirty Ground,The Mars Volta - Roulette Dares (The Haunt Of),Strongly disagree,Strongly agree,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,Unknown,,Unknown,,Unknown
8/18/2022 22:49,8/18/2022 22:56,IP Address,108.214.9.88,100,428,TRUE,8/18/2022 22:56,R_2VeYG6XgtbCg04N,,,,,41.7124,-87.7478,anonymous,EN,1,Yes,21,Female,"Piano, guitar, ukulele ",5+ years,Tití me preguntó by Bad Bunny ,Multiple Times a day,It’s all so incredibly loud by glass animals ,Every Day,Quittin time by Zach Bryan ,Every Day,NASA’s fake by Raffaella,Praying Kesha ,Monsters by All time low ,Somewhat agree,Somewhat disagree,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Unknown,,Unknown,,Unknown
8/18/2022 23:02,8/18/2022 23:06,IP Address,163.116.133.70,100,230,TRUE,8/18/2022 23:06,R_3GfzMJP1ov33H2p,,,,,41.8874,-87.6318,anonymous,EN,1,Yes,37,Male,No,None,New Dawn - Oceans Ate Alaska,Every Day,No Interruption - Hoodie Allen,Every Day,1-800 - Logic,3+ a week,Point North - Heartbeat,Bring Me The Horizon - Shadow Moses,Electric Callboy - Pump It,Somewhat disagree,Strongly agree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Unknown,,Unknown,,Unknown
8/18/2022 23:21,8/18/2022 23:32,IP Address,87.181.173.194,100,652,TRUE,8/18/2022 23:32,R_3LdTYjDN444aEj1,,,,,48.9913,12.1106,anonymous,EN,0.899999976,Yes,25,Male,,None,Dark Charade - Rishloo,3+ a week,Satuya - Dvne,3+ a week,Of Blade and Carapace - Dvne,3+ a week,I'm Going In - Pain,Renegades A Lost Generation - Equilibrium,The Shift - Eye of the Enemy,Strongly disagree,Somewhat agree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,Unknown,,Unknown,,Unknown
8/19/2022 1:31,8/19/2022 1:36,IP Address,107.127.11.54,100,348,TRUE,8/19/2022 1:36,R_1Nztfo9ccM5ZltD,,,,,39.9587,-82.9987,anonymous,EN,1,Yes,22,Female,,None,10k kb,Every Day,Michael Jackson Billie jean ,Every Day,Putting on the Ritz taco,3+ a week,Let it go frozen,Dance monkey ,Justin Bieber ,Somewhat disagree,Strongly agree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,Unknown,,Unknown,,Unknown
8/19/2022 2:05,8/19/2022 2:13,IP Address,119.224.14.25,100,524,TRUE,8/19/2022 2:13,R_1Qc791v4Lt08p4F,,,,,-45.8382,170.5047,anonymous,EN,1,Yes,16,Female,,None,Diplomats Son - Vampire Weekend,Multiple Times a day,My songs know what you did in the dark (light 'em up) - Fall Out Boy,Multiple Times a day,21 Guns - Green Day,Multiple Times a day,Acrid - The Beths,The News From Your Bed - Bishop Allen,Mr Mastodon Farm - Cake,Strongly disagree,Strongly agree,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,Unknown,,Unknown,,Unknown
8/19/2022 3:13,8/19/2022 3:19,IP Address,125.238.165.111,100,369,TRUE,8/19/2022 3:19,R_2ivMwwzS5xIZ06l,,,,,-41.2734,173.3024,anonymous,EN,1,Yes,22,Male,No,5+ years,Two headed boy pt. 2 - neutral milk hotel,Multiple Times a day,"The place where he inserted the blade - black country, new road",Every Day,Nervous young inhumans,Every Day,Heaven knows im miserable now - the smiths,Running up that hill - car seat headrest,Emerald star - lord huron,Somewhat disagree,Strongly agree,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,Unknown,,Unknown,,Unknown
8/19/2022 4:07,8/19/2022 4:14,IP Address,89.70.207.226,100,436,TRUE,8/19/2022 4:14,R_1Eg0TUXaUuByQy2,,,,,50.2527,19.0281,anonymous,EN,0.899999976,Yes,25,Male,"drums, piano, bass (somewhat well I guess)
saxophone (I can't play a thing, but I do try from time to time)",5+ years,soul enema - omon ra,once a week, Ruby My Dear - Croque Monsieur A Disneyland,3+ a week,steely dan - josie,once a week,I don't have songs I'm sick of,"I have some that I enjoyed a lot, but I don't as much anymore","but none that I'm sick of (still you forced me to write something down here, so here you go, make wrong assumptions, get wrong data)",Somewhat disagree,Somewhat disagree,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Unknown,,Unknown,,Unknown
8/19/2022 7:04,8/19/2022 7:22,IP Address,77.10.40.142,100,1091,TRUE,8/19/2022 7:22,R_1MXpUl66aiTvHuf,,,,,53.5651,9.9739,anonymous,EN,0.899999976,Yes,37,Male,no,Less than 5 years,"my favourite track of the past year is probably Blood Sisters (Kontravoid Remix) by Fee Lion, although I don't listen to it once a week or more. my current playlist that i have on shuffle contains around 800 tracks and when it comes up it comes up",,"i guess second place goes to Beat and the Puls by Austra, again, i listen to it less than once a week",,Restlessness by Constant Smiles (less than once a week),,n/a,i'm very careful not too listen to songs too often to prevent this from happening,"well, it sometimes happens that i'm kind of over an album or a whole artist/band an stop listening to it/them for a while, this happend a while ago with the band TR/ST, but they are back in my playlist again. but i don't really get ""sick"" of music i like, just of music i didn't especially like in the first place (but still had to listen to for some reason)",Strongly agree,Strongly disagree,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,Unknown,,Unknown,,Unknown
8/19/2022 12:02,8/19/2022 12:07,IP Address,85.156.13.107,100,298,TRUE,8/19/2022 12:07,R_cYgUvgzRuJRPRDz,,,,,60.2928,24.8663,anonymous,EN,0.899999976,Yes,18,Female,,None,Don't be so shy - Imani,3+ a week,Matkustaja - Egotrippi,3+ a week,"Irgendwie, Irgendwo, Irgendwann - Nena",3+ a week,Ajetaan Tandemilla ,Hades,OK,Somewhat disagree,Somewhat agree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,Unknown,,Unknown,,Unknown
8/19/2022 12:35,8/19/2022 12:53,IP Address,178.197.201.146,100,1087,TRUE,8/19/2022 12:53,R_1NljBPgI21sNaXx,,,,,47.3113,7.9407,anonymous,EN,1,Yes,23,Female,I used to play the clarinette some years ago,Less than 5 years,Comics (Caravan Palace),Multiple Times a day,Rhinestone Eyes (Gorillaz),3+ a week,Take A Slice (Glass Animals),3+ a week,Technologic (Daft Punk),Dizzy (MISSIO),Stick Up (Grandson),Strongly disagree,Somewhat agree,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,Unknown,,Unknown,,Unknown
